,channel,title,description,pub_date,mp3_url,article_url
2721271,Kama Miku,【45】「岡田悠さんに教えを乞う」かまってみくのしんLove you,リモート〜〜〜〜〜,2021-02-05,https://omocoro.heteml.net/radio/kamamicu/l45/l45.mp3,https://omocoro.jp/radio/272127/
2728511,Kama Miku,【46】「くそラジオ」かまってみくのしんLove you,リモート〜〜〜〜〜,2021-02-12,https://omocoro.heteml.net/radio/kamamicu/l46/l46.mp3,https://omocoro.jp/radio/272851/
2741441,Kama Miku,【47】「高いところは苦手だ」かまってみくのしんLove you,リモート〜〜〜〜〜,2021-02-19,https://omocoro.heteml.net/radio/kamamicu/l47/l47.mp3,https://omocoro.jp/radio/274144/
2757671,Kama Miku,【48】「みくのしんを信じきれていなかった」かまってみくのしんLove you,リモート〜〜〜〜〜,2021-02-26,https://omocoro.heteml.net/radio/kamamicu/l48/l48.mp3,https://omocoro.jp/radio/275767/
2774451,Kama Miku,【49】「花粉症でダメになったみくのしん」かまってみくのしんLove you,リモート〜〜〜〜〜,2021-03-05,https://omocoro.heteml.net/radio/kamamicu/l49/l49.mp3,https://omocoro.jp/radio/277445/
2782571,Kama Miku,【50】「エクスキューズミー」かまってみくのしんLove you,リモート〜〜〜〜〜,2021-03-12,https://omocoro.heteml.net/radio/kamamicu/l50/l50.mp3,https://omocoro.jp/radio/278257/
2794321,Kama Miku,【51】「僕らのヒーローごとうさん」かまってみくのしんLove you,リモート〜〜〜〜〜,2021-03-19,https://omocoro.heteml.net/radio/kamamicu/l51/l51.mp3,https://omocoro.jp/radio/279432/
2805221,Kama Miku,#972000「今シーズン最終回！」かまってみくのしんLove you,久しぶりに対面収録→かまどのついてない日→八つ脳の加味條→note連続更新が途絶えた→次シーズンの名前,2021-03-26,https://omocoro.heteml.net/radio/kamamicu/l972000/l972000.mp3,https://omocoro.jp/radio/280522/
2817051,Kama Miku,【01】作業用かまみく「ここが本当の出発点」,キッチン掃除のおともにちょうどいいかも知れない1時間くらいのラジオです,2021-04-02,https://omocoro.heteml.net/radio/kamamicu/ks1/ks1.mp3,https://omocoro.jp/radio/281705/
2827181,Kama Miku,【02】作業用かまみく「隣人トラブルにトドメを刺せ！」,家事のおともにちょうどいいかも知れない1時間10分くらいのラジオです,2021-04-09,https://omocoro.heteml.net/radio/kamamicu/ks2/ks2.mp3,https://omocoro.jp/radio/282718/
2835331,Kama Miku,【03】作業用かまみく「みくのしんは国に1円を搾取されている」,半身浴のおともにちょうどいいかも知れない30分くらいのラジオです,2021-04-16,https://omocoro.heteml.net/radio/kamamicu/ks3/ks3.mp3,https://omocoro.jp/radio/283533/
2847151,Kama Miku,【04】作業用かまみく「今まで住んだ街の思い出を最悪な気持ちで振り返る」,犬の散歩のおともにちょうどいいかも知れない1時間15分のラジオです,2021-04-23,https://omocoro.heteml.net/radio/kamamicu/ks4/ks4.mp3,https://omocoro.jp/radio/284715/
2855461,Kama Miku,【05】作業用かまみく「オモコロイベントが終わったって！」,失恋を忘れるのにちょうどいいかも知れない1時間30分以上のラジオです,2021-04-30,https://omocoro.heteml.net/radio/kamamicu/ks5/ks5.mp3,https://omocoro.jp/radio/285546/
2868821,Kama Miku,【06】作業用かまみく「10万円返してくれ！」,廃墟の凸配信のBGMにちょうどいいかも知れない1時間のラジオです,2021-05-07,https://omocoro.heteml.net/radio/kamamicu/ks6/ks6.mp3,https://omocoro.jp/radio/286882/
2876381,Kama Miku,【07】作業用かまみく「映画の知識をひけらかすことは罪なのか？」,ハローワークへ向かう途中に聴くBGMにちょうどいいかも知れない1時間のラジオです,2021-05-14,https://omocoro.heteml.net/radio/kamamicu/ks7/ks7.mp3,https://omocoro.jp/radio/287638/
2887151,Kama Miku,【08】作業用かまみく「リスナーの人生を変えちまった」,お出かけの往復時間に聴くBGMにちょうどいいかも知れない1時間のラジオです,2021-05-21,https://omocoro.heteml.net/radio/kamamicu/ks8/ks8.mp3,https://omocoro.jp/radio/288715/
2900011,Kama Miku,【09】作業用かまみく「みくのしんのパーフェクト算数教室」,クンニにちなんだ92分のラジオです,2021-05-28,https://omocoro.heteml.net/radio/kamamicu/ks9/ks9.mp3,https://omocoro.jp/radio/290001/
2911501,Kama Miku,【10】作業用かまみく「生まれて初めて催眠術にかかってみたら」,また歩き出すときのおともにちょうどいいかもしれない2時間のラジオです,2021-06-04,https://omocoro.heteml.net/radio/kamamicu/ks10/ks10.mp3,https://omocoro.jp/radio/291150/
2921891,Kama Miku,【11】作業用かまみく「ARuFaは強い。みくのしんは最強」,ARuFaをゲストに迎えて送る1時間くらいのラジオです,2021-06-11,https://omocoro.heteml.net/radio/kamamicu/ks11/ks11.mp3,https://omocoro.jp/radio/292189/
2939001,Kama Miku,【12】作業用かまみく「今日はパワポケの話しかしないよ」,園芸作業のお供にちょうどいいかもしれない1時間半くらいのラジオです,2021-06-18,https://omocoro.heteml.net/radio/kamamicu/ks12/ks12.mp3,https://omocoro.jp/radio/293900/
2946101,Kama Miku,【13】作業用かまみく「みくのしんが号泣する回」,謝罪に向かう途中のBGMにちょうどいいかもしれない1時間半くらいのラジオです,2021-06-25,https://omocoro.heteml.net/radio/kamamicu/ks13/ks13.mp3,https://omocoro.jp/radio/294610/
2956341,Kama Miku,【14】作業用かまみく「オモコロライターが号泣する回」,境内の草引きなどの作務中のBGMにちょうどいいかもしれない1時間半くらいのラジオです,2021-07-02,https://omocoro.heteml.net/radio/kamamicu/ks14/ks14.mp3,https://omocoro.jp/radio/295634/
2966951,Kama Miku,【15】作業用かまみく「2人でブチギレる回」,客入れBGMにちょうどいいかもしれない50分くらいのラジオになるはずでした,2021-07-09,https://omocoro.heteml.net/radio/kamamicu/ks15/ks15.mp3,https://omocoro.jp/radio/296695/
2982941,Kama Miku,【16】作業用かまみく「みくのしんのアナルがめくれる回」,みくのしんの仕事中に収録したラジオです,2021-07-16,https://omocoro.heteml.net/radio/kamamicu/ks16/ks16.mp3,https://omocoro.jp/radio/298294/
2997831,Kama Miku,【17】作業用かまみく「モンゴルナイフと男根のしわ」,モンゴルナイフをゲストに迎えて収録したラジオです,2021-07-23,https://omocoro.heteml.net/radio/kamamicu/ks17/ks17.mp3,https://omocoro.jp/radio/299783/
3009441,Kama Miku,【18】作業用かまみく「Your speech is too long」,1時間10分で終わるはずだったラジオです,2021-07-30,https://omocoro.heteml.net/radio/kamamicu/ks18/ks18.mp3,https://omocoro.jp/radio/300944/
3021091,Kama Miku,【19】作業用かまみく「今日のみくのしんは限界を越えるぞ」,就活の不安を忘れられるかもしれない2時間のラジオです,2021-08-06,https://omocoro.heteml.net/radio/kamamicu/ks19/ks19.mp3,https://omocoro.jp/radio/302109/
3033121,Kama Miku,【20】作業用かまみく「うんこのナス」,みくのしんが頑張って編集した2時間のラジオです。（そう）,2021-08-13,https://omocoro.heteml.net/radio/kamamicu/ks20/ks20.mp3,https://omocoro.jp/radio/303312/
3040491,Kama Miku,【21】作業用かまみく「俺たちのポケモンジム設営計画」,天国に行ける2時間のラジオです,2021-08-20,https://omocoro.heteml.net/radio/kamamicu/ks21/ks21.mp3,https://omocoro.jp/radio/304049/
3051581,Kama Miku,【22】作業用かまみく「かまどが限界を超える回」,2時間を超えないように頑張ったラジオです,2021-08-27,https://omocoro.heteml.net/radio/kamamicu/ks22/ks22.mp3,https://omocoro.jp/radio/305158/
3064961,Kama Miku,【23】作業用かまみく「みくのしんが激怒したあとに泣く回」,海の音と一緒に聞いている人もいる1時間半くらいのラジオです,2021-09-03,https://omocoro.heteml.net/radio/kamamicu/ks23/ks23.mp3,https://omocoro.jp/radio/306496/
3076921,Kama Miku,【24】作業用かまみく「うんこに残ったコーンはもったいないのか？」,彼女との仲直りに使えるかもしれない1時間半くらいのラジオです,2021-09-10,https://omocoro.heteml.net/radio/kamamicu/ks24/ks24.mp3,https://omocoro.jp/radio/307692/
3088611,Kama Miku,【25】作業用かまみく「ドリンクバーで悩むならビールを飲め」,浮気されたショックを束の間忘れられるかもしれない1時間半くらいのラジオです,2021-09-17,https://omocoro.heteml.net/radio/kamamicu/ks25/ks25.mp3,https://omocoro.jp/radio/308861/
3095821,Kama Miku,【26】作業用かまみく「バカが運営するデスゲームはこうなる」,ファンレターをしたためる時のBGMに使えるかもしれない1時間半くらいのラジオです,2021-09-24,https://omocoro.heteml.net/radio/kamamicu/ks26/ks26.mp3,https://omocoro.jp/radio/309582/
3107121,Kama Miku,【27】作業用かまみく「たかがペヤングで大冒険するな」,コンビニスイーツのお供にちょうどいいかもしれない1時間のラジオです,2021-10-01,https://omocoro.heteml.net/radio/kamamicu/ks27/ks27.mp3,https://omocoro.jp/radio/310712/
